lat,lon,uid,aqi,name,time,date
53.218113,-6.659089,14655,15,"Naas, Co. Kildare, Ireland",02:00:00,2023-08-09
54.572586,-5.974944,6031,22,"Belfast Stockman's Lane, United Kingdom",03:00:00,2023-08-09
53.53,-6.312,-215359,12,Oldtown,04:43:32,2023-08-09
54.516667,-1.358547,3214,11,"Stockton-on-Tees Eaglescliffe, United Kingdom",03:00:00,2023-08-09
55.793907,-4.092354,11655,12,"South Lanarkshire Blantyre, United Kingdom",03:00:00,2023-08-09
50.735454,-1.780888,10097,25,"Christchurch Barrack Road, United Kingdom",03:00:00,2023-08-09
54.565819,-1.3159,8916,24,"Stockton-on-Tees A1305 Roadside, United Kingdom",03:00:00,2023-08-09
56.07383,-3.44862,5993,10,"Fife Dunfermline, United Kingdom",01:00:00,2023-08-09
56.018951,-3.721013,5989,88,"Falkirk Grangemouth MC, United Kingdom",02:00:00,2023-08-09
52.338033,-6.462139,13413,9,"Wexford Opera House, Ireland",02:00:00,2023-08-09
51.425286,-0.345606,3195,13,"London Teddington Bushy Park, United Kingdom",03:00:00,2023-08-09
51.45309,-0.944067,3206,15,"Reading New Town, United Kingdom",03:00:00,2023-08-09
55.945589,-3.182186,3176,22,"Edinburgh St Leonards, United Kingdom",03:00:00,2023-08-09
52.839722000107,-6.9316667000657,13368,16,"Carlow Town, Ireland",02:00:00,2023-08-09
