lat,lon,uid,aqi,name,time,date
44.89325,110.14117,-216853,44,Dornogobi_01(Цаг уур),03:28:04,11/08/2023
42.8377,75.2922,-253075,116,ДосКредоБанк Токмок-1,03:24:01,11/08/2023
56.2273336,41.2947535,-344119,1,Dobrograd,03:23:27,11/08/2023
33.433575,-84.161708,3916,38,"McDonough, Georgia, USA",00:00:00,11/08/2023
16.637069,100.999594,-194275,106,รพ.เขาค้อ ต.เขาค้อ อ.เขาค้อ จ.เพชรบูรณ์,03:00:00,11/08/2023
65.04338,25.4979,4917,27,"Pyykösjärvi, Oulu, Finland",03:00:00,11/08/2023
49.16553333,9.224744444,6160,45,"Heilbronn, Germany",02:00:00,11/08/2023
3.5951956,98.6722227,8287,161,"Medan, Indonesia",03:00:00,11/08/2023
35.0375,108.0825,11118,107,"Bin County Environmental Protection Bureau, Xianyang (咸阳彬县环保局)",03:00:00,11/08/2023
17.393559,78.339194,14127,163,"Kokapet, Hyderabad, India",01:30:00,11/08/2023
26.86812,81.005119,12468,163,"Gomti Nagar, Lucknow, India",02:30:00,11/08/2023
43.62872527,0.179064274,3838,49,"Peyrusse-Vieille, France",01:00:00,11/08/2023
-29.9072,139.7369,13790,7,SA Arid Lands Moolawatana,02:00:00,11/08/2023
39.94008355,32.84989975,13912,83,"Ulus Trafik, Turkey",03:00:00,11/08/2023
46.16905489,15.66063889,12924,35,"DesiniĆ, Croatia",02:00:00,11/08/2023
46.29,44.24,-358315,7,15-я улица Южного района,03:24:40,11/08/2023
55.9,8.516,-102532,8,Vardevej,03:26:33,11/08/2023
22.316,39.092,-52087,62,IRC,03:27:40,11/08/2023
-33.491,145.5242,12393,33,Western LLS Hillston,02:00:00,11/08/2023
34.00585,71.53775,11791,50,"Peshawar US Consulate, Pakistan",02:00:00,11/08/2023
37.55652,-77.40027,5357,43,"MSIC (MathScience Innovation Center), Richmond, USA",02:00:00,11/08/2023
46.3432397,-72.5432834,5919,70,Trois-Rivières,02:00:00,11/08/2023
59.041126,-117.71024,-236839,17,AQSU-7ABA-Meander-River,03:27:28,11/08/2023
-35.105,147.359,-21379,26,DPE Wagga 1,03:28:00,11/08/2023
24.3663,109.3957,3453,89,"No.9 middle school, Liuzhou (柳州市九中)",02:00:00,11/08/2023
22.9682591,76.064118,11313,82,"Bhopal Chauraha, Dewas, India",02:30:00,11/08/2023
26.204697,50.57083,9288,114,"Manama US Embassy, Bahrain",01:00:00,11/08/2023
43.5944677,-83.8888647,5323,50,"Bay City, Michigan, USA",04:00:00,11/08/2023
35.438115,129.336917,3999,91,"Hwasan-ri, Ulju-gun, Ulsan, South Korea (화산리 울산)",02:00:00,11/08/2023
40.0005,124.354707,3476,38,Dandong (丹东),02:00:00,11/08/2023
25.5261,103.7444,14526,59,"曲靖师范学院, Qujing (曲靖曲靖师范学院)",02:00:00,11/08/2023
23.8822,100.0869,7217,63,"City EPA, Lincang (临沧市环保局)",02:00:00,11/08/2023
9.041647911,7.477374077,13449,62,"Abuja US Embassy, Nigeria",02:00:00,11/08/2023
42.80277778,-5.623611111,10812,44,"La Robla, León, Spain",01:00:00,11/08/2023
44.4572,-95.835,7340,43,"Marshall, Minnesota, USA",03:00:00,11/08/2023
-33.9381039,151.0700328,-110998,25,Robin Place,03:25:54,11/08/2023
46.8511,-95.8467,7338,23,"Detroit Lakes, Minnesota, USA",03:00:00,11/08/2023
7.901,-72.486,-339799,4,Prados 2,03:08:17,11/08/2023
43.682489,-114.371231,5312,25,"Ketchum, Idaho, USA",02:00:00,11/08/2023
5.308094,103.120392,2623,63,"Kuala Terengganu, Terengganu, Malaysia",02:00:00,11/08/2023
-41.47950692,-72.96875593,8821,61,"Mirasol, Chile",02:00:00,11/08/2023
53.851111,-9.299722,14213,17,"Castlebar, Ireland",02:00:00,11/08/2023
3.156398,101.709812,-399373,72,KLCC,02:00:00,11/08/2023
28.9026,105.4436,3622,87,"Xiaoshishang Port, Luzhou (泸州小市上码头)",02:00:00,11/08/2023
49.2261,119.7594,7303,65,"District Environmental Protection Bureau, Hulunbuir (呼伦贝尔区环保局)",02:00:00,11/08/2023
17.6599188,75.9063906,8729,64,"Solapur, Solapur, India",02:30:00,11/08/2023
57.3937,11.9142,10522,27,"Råö, Sweden",02:00:00,11/08/2023
42.953652,-9.186098,14190,39,"Cee, Galicia, Spain",01:00:00,11/08/2023
-33.8447,148.65,13768,30,Central Tablelands LLS Cowra,02:00:00,11/08/2023
-34.657988,-58.342538,8397,68,"Dock Sud 1, Acumar, Argentina",03:00:00,11/08/2023
-12.043541,-76.97175,-408133,106,UPCH_LIM_Santa_Teatr_6,03:26:45,11/08/2023
45.46090022,5.181078317,12681,51,"Plateau De Bonnevaux, France",02:00:00,11/08/2023
63.09515,21.61832,4970,8,"Vaasan keskusta, Vaasa, Finland",02:00:00,11/08/2023
30.13055556,-85.73138889,6282,24,"St. Andrews State Park, Bay, Florida, USA",03:00:00,11/08/2023
46.1972,100.7197,-254098,2,Ref_PA167,03:24:23,11/08/2023
16.911804,-89.92939,-122923,53,Santa Isabel,03:26:52,11/08/2023
34.35111111,107.3886111,3429,147,"Chencang EPA compound, Baoji (宝鸡陈仓区环保局家属楼)",03:00:00,11/08/2023
45.28692107,25.05000808,-206008,59,Grui,03:20:36,11/08/2023
-18.010744,-70.247795,-407935,76,UPCH_TAC_Cerca_DModa_1,03:27:34,11/08/2023
48.00919025,37.26215959,-74782,33,Tsentralna Street,03:25:31,11/08/2023
2.453,-76.632004,-373552,25,AireCiudadano Popayan MO fecd6e,03:28:33,11/08/2023
43.933476,5.711809,6900,58,"Observatoire De Haute-provence, PACA, France",03:00:00,11/08/2023
35.4389206,133.8445063,3385,41,"Higashiiwakicho, Kurayoshi, Tottori, Japan (倉吉保健所倉吉市)",02:00:00,11/08/2023
-32.924568,-71.515399,14734,61,"Concón, Chile",03:00:00,11/08/2023
49.669876,-103.17209,-345889,77,AQSU-E4DB,03:27:01,11/08/2023
55.0304623,73.2785016,-379705,50,улица Малунцева,03:24:43,11/08/2023
-34.213,19.213,14059,119,"Hermanus, Overberg, South Africa",02:00:00,11/08/2023
40.7378,107.3715,7307,61,"City Environmental Building, Bayannur (巴彦淖尔市环保大楼)",02:00:00,11/08/2023
18.9936162,72.8128113,11921,36,"Worli, Mumbai, India",02:30:00,11/08/2023
41.27788703,36.33809801,8744,39,"Ilkadim Hastane, Turkey",03:00:00,11/08/2023
42.97446,-81.200858,15,76,"London, Ontario, Canada",04:00:00,11/08/2023
41.23172,-80.80116,9538,47,"Youngstown - Laird Ave., Ohio, USA",03:00:00,11/08/2023
20.62960272,-103.4167725,6570,42,"Aguilas, Jalisco, Mexico",03:00:00,11/08/2023
18.0241767,101.8796319,-47809,119,รพ.ปากชม ต.ปากชม อ.ปากชม จ.เลย,03:00:00,11/08/2023
49.638718,100.16647,-369382,23,Khuvsgul_01,03:24:56,11/08/2023
49.83917,-99.92069,6911,18,"Brandon, Manitoba, Canada",01:00:00,11/08/2023
36.27582778,120.0197778,10234,78,"Jiaozhou No. 1, Jiaozhou City (胶州市胶州1号)",03:00:00,11/08/2023
40.8333,121.045,5242,53,"BDA, Jinzhou (锦州开发区)",02:00:00,11/08/2023
6.585484,3.531453,-407056,83,Ikorodu AQMRG,01:24:08,11/08/2023
36.79449086,-5.53162772,8459,103,"Prado Rey, Prado Del Rey, Spain",01:00:00,11/08/2023
39.48111111,-0.447222222,6644,55,"Quart de Poblet, Valencia, Spain",01:00:00,11/08/2023
25.063873,-77.353905,-98005,10,The Univeristy of The Bahamas Security Booth,03:26:45,11/08/2023
35.3574048,137.1756777,3694,61,"Izumiikenouecho, Toki, Gifu, Japan (土岐自動車排出ガス測定局土岐市)",02:00:00,11/08/2023
19.8389439,75.244448,9146,59,"More Chowk, Waluj, Aurangabad, India",02:30:00,11/08/2023
-4.9655024,119.6928434,13841,86,"Maros, Indonesia",03:00:00,11/08/2023
43.075371,-70.748017,7583,56,"Portsmouth, New Hampshire, USA",03:00:00,11/08/2023
53.74878,-0.341222,3181,37,"Hull Freetown, United Kingdom",01:00:00,11/08/2023
6.123953,1.212601,-104098,125,Direction de l'Environnement/MEDDPN,03:26:52,11/08/2023
57.126,24.288,-180316,60,Upmaļi,03:25:59,11/08/2023
40.6821,109.8538,3413,93,"Qīngshān bīnguǎn, Baotou (包头青山宾馆)",02:00:00,11/08/2023
